gruppe,drivlinje,periode,tilgang,andel_av_tilgang_pct,bestand_3112,tilgang_pct_av_bestand,bestand_forrige,tilgang_pct_av_bestand_forrige,nettoavgang,avgangsrate_pct,status,kilde,merknad
personbiler,fossil_bensin_diesel,2025,4100,2.1885108518111265,1619394,0.2531811282492093,1720978,0.23823663056703803,105684,6.140926845084597,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,bensin,2019,881,2.3979314099074576,23599,3.733209034281114,24765,3.5574399353926913,2047,8.26569755703614,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,diesel,2019,33676,91.66031573217201,457871,7.3549100074038325,446237,7.546662423779292,22042,4.939527650105213,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,elektrisitet,2019,2118,5.764833968426783,7336,28.87131952017448,5314,39.856981558148284,96,1.8065487391795259,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,hybrid,2019,39,0.10615133369624387,123,31.70731707317073,93,41.935483870967744,9,9.67741935483871,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,annet,2019,26,0.07076755579749591,488,5.327868852459016,464,5.603448275862069,2,0.43103448275862066,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,fossil_bensin_diesel,2019,34557,94.05824714207948,481470,7.177394230170105,471002,7.336911520545561,24089,5.114415650039702,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,bensin,2020,518,1.6601499903852317,21626,2.395264958845834,23599,2.195008263061994,2491,10.555532014068394,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,diesel,2020,27954,89.590410871098,463904,6.025815686004001,457871,6.105213040354161,21921,4.787593012005565,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,elektrisitet,2020,2587,8.291135183642075,9752,26.527891714520095,7336,35.26444929116685,171,2.330970556161396,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,hybrid,2020,124,0.39741042240881996,189,65.60846560846561,123,100.8130081300813,58,47.15447154471545,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,annet,2020,19,0.060893532465867574,494,3.8461538461538463,488,3.8934426229508197,13,2.663934426229508,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,fossil_bensin_diesel,2020,28472,91.25056086148324,485530,5.864107264226721,481470,5.913556400191081,24412,5.070305522670155,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,bensin,2021,454,1.3560334528076463,20480,2.216796875,21626,2.0993248867104413,1600,7.398501803384814,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,diesel,2021,26919,80.40322580645162,471131,5.713697464187243,463904,5.802709181209906,19692,4.2448437607780924,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,elektrisitet,2021,5579,16.6636798088411,15133,36.866450802881126,9752,57.20877768662839,198,2.030352748154225,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,hybrid,2021,523,1.562126642771804,689,75.90711175616835,189,276.7195767195767,23,12.16931216931217,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,annet,2021,5,0.014934289127837515,478,1.0460251046025104,494,1.0121457489878543,21,4.251012145748987,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,fossil_bensin_diesel,2021,27373,81.75925925925925,491611,5.568020243647925,485530,5.637756678269108,21292,4.385310897369885,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,bensin,2022,482,1.6425845147219194,18931,2.5460884263905763,20480,2.353515625,2031,9.9169921875,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,diesel,2022,21364,72.80534351145039,466490,4.579733756350619,471131,4.5346198827926845,26005,5.519696220371829,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,elektrisitet,2022,6996,23.84133042529989,21657,32.30364316387311,15133,46.23009317385846,472,3.119011431969867,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,hybrid,2022,485,1.6528080697928025,1135,42.731277533039645,689,70.39187227866474,39,5.660377358490567,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,annet,2022,17,0.057933478735005456,461,3.68763557483731,478,3.556485355648536,34,7.112970711297072,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,fossil_bensin_diesel,2022,21846,74.4479280261723,485421,4.500423343860278,491611,4.443757361002907,28036,5.702882970478691,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,bensin,2023,572,1.9518187401897222,17884,3.198389622008499,18931,3.021499128413713,1619,8.55211029528287,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,diesel,2023,18415,62.836961714324715,459458,4.007983319476426,466490,3.947565864220026,25447,5.45499367617741,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,elektrisitet,2023,8914,30.416979458131436,29623,30.09148296931438,21657,41.15990211017223,948,4.377337581382463,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,hybrid,2023,311,1.0612161332150414,2492,12.479935794542536,1135,27.400881057268723,-1046,-92.15859030837005,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,annet,2023,1094,3.7330239541390844,426,256.8075117370892,461,237.31019522776572,1129,244.90238611713667,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,fossil_bensin_diesel,2023,18987,64.78878045451444,477342,3.977651243762334,485421,3.911450060874993,27066,5.575778550989759,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,bensin,2024,376,1.3349902361086454,17297,2.173787361970284,17884,2.102437933348244,963,5.384701409080742,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,diesel,2024,18850,66.92703710278714,456956,4.125123644289603,459458,4.102660090802641,21352,4.647214761741008,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,elektrisitet,2024,8234,29.2348659684005,36986,22.262477694262696,29623,27.795969348141647,871,2.9402828882962564,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,hybrid,2024,445,1.5799751464583702,3108,14.317889317889318,2492,17.857142857142858,-171,-6.861958266452649,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,annet,2024,260,0.9231315462453399,393,66.15776081424937,426,61.03286384976526,293,68.7793427230047,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,fossil_bensin_diesel,2024,19226,68.26202733889579,474253,4.053954323957887,477342,4.027720167091938,22315,4.674845289121846,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,bensin,2025,387,1.272314823947135,16917,2.287639652420642,17297,2.2373822050066487,767,4.434294964444701,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,diesel,2025,15361,50.50136436860966,452033,3.398203228525351,456956,3.3615928010574323,20284,4.438939416486489,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,elektrisitet,2025,13517,44.43896505243778,49436,27.342422526094346,36986,36.546260747309795,1067,2.8848753582436597,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,hybrid,2025,1147,3.770917578985436,4177,27.459899449365572,3108,36.904761904761905,78,2.5096525096525095,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
varebiler,annet,2025,5,0.016438176019988822,388,1.2886597938144329,393,1.2722646310432568,10,2.5445292620865136,konstruert,SSB 12906 (tilgang) og SSB 07849 (bestand),"tilgang er førstegangsregistreringer, nye og bruktimporterte, fra SSB 12906 med detaljert drivstoffklassifikasjon; bestand er per 31.12 fra SSB 07849 med samme klassifikasjon. Teller og nevner står derfor på samme kodeverk. Den grove modellens tilgangsledd i reconstruction_net_retirement.csv kommer fra 14020, hvis firedelte drivlinjeaggregat er en annen variabel (D-0036); avviket er målt i control_inflow_source.csv. Aggregatet fossil_bensin_diesel er summen av de to detaljerte kodene, ikke 14020s kategori «Fossil»"
